,Applied during year,Country / territory of asylum/residence,Origin,Otherwise closed,RSD procedure type / level,Rejected,Tota pending start-year,Total decisions,Total pending end-year,Year,of which UNHCR-assisted,statistics.filter.decisions_other,statistics.filter.decisions_recognized
117133,1,Ukraine,South Sudan,0,G / FI,0,0,,1,2015,0,0,0
117134,9,Australia,South Sudan,1,G / FI,0,5,1,11,2015,0,,0
117135,1,Australia,South Sudan,0,G / AR,0,0,,1,2015,0,,0
117136,3,Austria,South Sudan,,G / FA,6,17,6,14,2015,0,,
117137,2,Austria,South Sudan,,G / RA,,,,,2015,,,
117138,0,Burundi,South Sudan,0,G / AR,1,1,1,0,2015,0,0,0
117139,1,Belgium,South Sudan,1,G / RA,,,1,,2015,,,
117140,5,Belgium,South Sudan,0,G / FI,0,0,1,1,2015,0,1,0
117141,,Belgium,South Sudan,,G / JR,,,,,2015,0,,
117142,1,Burkina Faso,South Sudan,,J / FI,,0,1,0,2015,0,,1
117143,2,Canada,South Sudan,,G / FI,1,2,2,2,2015,,,1
117144,1,Switzerland,South Sudan,,G / FI,,,,,2015,,,
117145,2,Cameroon,South Sudan,1,U / FI,,6,5,3,2015,3,,4
117146,8,Dem. Rep. of the Congo,South Sudan,0,G / FI,0,4,7,5,2015,5,0,7
117147,13,Congo,South Sudan,,G / FA,,,,13,2015,13,,
117148,,Germany,South Sudan,13,G / JR,,19,13,18,2015,0,,
117149,3,Germany,South Sudan,1,G / RA,0,5,2,6,2015,,0,1
117150,47,Germany,South Sudan,16,G / NA,0,26,22,48,2015,0,0,6
117151,2,Denmark,South Sudan,,G / FI,0,0,,0,2015,0,0,0
117152,136,Egypt,South Sudan,,U / RA,,35,16,155,2015,155,,16
117153,,Egypt,South Sudan,,U / AR,,16,,16,2015,16,,
117154,1082,Egypt,South Sudan,,U / FI,1,2416,1209,2289,2015,2289,49,1159
117155,439,Ethiopia,South Sudan,57,J / FI,3,65,65,439,2015,439,,5
117156,1,Finland,South Sudan,0,G / FI,0,2,1,1,2015,0,1,0
117157,11,France,South Sudan,,G / FI,2,1,4,7,2015,,0,2
117158,0,France,South Sudan,,G / RA,,,,,2015,,,
117159,,Gabon,South Sudan,,G / FA,,6,,6,2015,6,,
117160,7,United Kingdom,South Sudan,0,G / FI,2,9,16,1,2015,,2,12
117161,2,United Kingdom,South Sudan,0,G / AR,1,,1,,2015,,,0
117162,0,United Kingdom,South Sudan,0,G / RA,0,,,,2015,,0,0
117163,1,Greece,South Sudan,,G / RA,,,,,2015,,,
117164,1,Greece,South Sudan,1,G / FI,,2,2,1,2015,,,1
117165,,Greece,South Sudan,,G / AR,,2,1,,2015,,,1
117166,27,Hungary,South Sudan,15,G / FI,1,0,16,15,2015,0,,
117167,27,Hungary,South Sudan,,G / RA,,,,,2015,,,
117168,1,Ireland,South Sudan,0,G / FI,0,0,,1,2015,0,,0
117169,17,Israel,South Sudan,,G / FA,,,,,2015,,,
117170,,Israel,South Sudan,,U / FI,,,28,,2015,,,28
117171,2,Italy,South Sudan,,G / FI,1,2,4,,2015,,2,1
117172,3,Jordan,South Sudan,0,U / FI,0,4,,7,2015,7,0,0
117173,,Japan,South Sudan,,G / FI,,1,1,,2015,0,1,
117174,,Kenya,South Sudan,50,J / AR,9,64,64,0,2015,,,5
117175,309,Kenya,South Sudan,330,J / FI,,184,399,94,2015,94,47,22
117176,1,Rep. of Korea,South Sudan,,G / FA,1,1,1,1,2015,1,,
117177,10,Lebanon,South Sudan,0,U / FI,,22,28,4,2015,4,,28
117178,,Lebanon,South Sudan,,U / AR,,2,2,0,2015,0,,2
117179,2,Liberia,South Sudan,,J / FI,,,,2,2015,2,,
117180,1,Luxembourg,South Sudan,1,G / AR,,,1,,2015,0,,
117181,,Luxembourg,South Sudan,,G / JR,,,,,2015,0,,
117182,2,Luxembourg,South Sudan,3,G / FI,1,1,4,,2015,0,,
117183,,Luxembourg,South Sudan,,G / RA,,,,,2015,0,,
117184,1,Mozambique,South Sudan,1,G / FI,,,1,0,2015,0,,
117185,13,Malaysia,South Sudan,,U / FI,,,13,0,2015,0,,13
117186,,Namibia,South Sudan,,G / FI,,1,,1,2015,1,,
117187,1,Netherlands,South Sudan,,G / RA,,,,,2015,,,
117188,10,Norway,South Sudan,0,G / AR,10,0,10,1,2015,0,0,0
117189,1,Norway,South Sudan,1,G / RA,0,0,1,0,2015,0,0,0
117190,2,Norway,South Sudan,1,G / FI,0,0,2,1,2015,0,1,0
117191,0,South Africa,Sao Tome and Principe,,G / FI,,2,,2,2015,0,,
117192,,South Africa,Sao Tome and Principe,,G / AR,2,2,2,0,2015,0,,
117193,0,Belgium,Sao Tome and Principe,2,G / FI,0,2,2,0,2015,0,0,0
117194,,Belgium,Sao Tome and Principe,,G / JR,,,,,2015,0,,
117195,,Belgium,Sao Tome and Principe,,G / RA,,,,,2015,,,
117196,7,Brazil,Sao Tome and Principe,,G / FI,1,4,1,10,2015,6,,0
117197,,Germany,Sao Tome and Principe,,G / NA,,0,,0,2015,0,,
117198,0,United Kingdom,Sao Tome and Principe,0,G / FI,0,0,,0,2015,,0,0
117199,0,United Kingdom,Sao Tome and Principe,0,G / AR,0,,,,2015,,,0
117200,0,United Kingdom,Sao Tome and Principe,0,G / RA,0,,,,2015,,0,0
117201,,Luxembourg,Sao Tome and Principe,,G / AR,,,,,2015,0,,
117202,0,Latvia,Sao Tome and Principe,0,G / FI,0,0,,0,2015,0,0,0
117203,2,United States of America,Suriname,3,G / IN,0,6,5,4,2015,,,2
117204,,United States of America,Suriname,,G / EO,,6,,7,2015,,,
117205,10,Serbia and Kosovo (S/RES/1244 (1999)),Suriname,10,G / FI,,,10,0,2015,,,
117206,1,Turkey,Suriname,,U / FI,,,,1,2015,1,,
117207,,Belgium,Suriname,,G / RA,,,,,2015,,,
117208,1,Belgium,Suriname,,G / JR,1,,1,,2015,0,,
117209,3,Belgium,Suriname,0,G / FI,2,2,2,3,2015,0,0,0
117210,2,Brazil,Suriname,,G / FI,0,0,,2,2015,0,,0
117211,0,Germany,Suriname,1,G / NA,0,1,1,0,2015,0,0,0
117212,1,Spain,Suriname,,G / FI,,,,,2015,,,
117213,0,France,Suriname,,G / RA,,,,,2015,,,
117214,3,France,Suriname,,G / FI,9,12,9,2,2015,,0,0
117215,17,France,Suriname,6,G / AR,6,17,12,27,2015,,0,0
117216,0,United Kingdom,Suriname,0,G / AR,0,,,,2015,,,0
117217,0,United Kingdom,Suriname,0,G / RA,0,,,,2015,,0,0
117218,0,United Kingdom,Suriname,0,G / FI,0,0,,0,2015,,0,0
117219,,Lebanon,Suriname,2,U / FI,,3,2,1,2015,1,,
117220,,Luxembourg,Suriname,,G / AR,,,,,2015,0,,
117221,0,Latvia,Suriname,0,G / FI,0,0,,0,2015,0,0,0
117222,1,Mexico,Suriname,,G / FI,1,,1,0,2015,,,
117223,1,Netherlands,Suriname,,G / RA,1,,1,,2015,,,
117224,5,Netherlands,Suriname,1,G / FI,1,,2,3,2015,,,
117225,,Argentina,Suriname,,G / FI,,0,,0,2015,0,,
117226,8,United States of America,Slovakia,5,G / IN,0,8,6,11,2015,,,1
117227,1,Russian Federation,Slovakia,0,G / TA,1,0,1,0,2015,0,0,0
117228,1,Serbia and Kosovo (S/RES/1244 (1999)),Slovakia,1,G / FI,,,1,0,2015,,,
117229,4,Sweden,Slovakia,0,G / FI,4,0,4,0,2015,0,0,0
117230,3,Austria,Slovakia,1,G / FA,2,1,3,1,2015,0,,
117231,9,Belgium,Slovakia,0,G / FI,0,0,,21,2015,0,0,0
117232,,Belgium,Slovakia,,G / JR,,,,,2015,0,,
117233,16,Belgium,Slovakia,,G / RA,,,,,2015,,,
117234,23,Canada,Slovakia,,G / AR,4,0,4,19,2015,,,
117235,363,Canada,Slovakia,91,G / FI,42,296,269,483,2015,,,136
117236,2,Switzerland,Slovakia,0,G / FI,4,0,4,1,2015,0,0,0
117237,3,Czech Rep.,Slovakia,6,G / FI,,0,6,1,2015,0,,
117238,4,Czech Rep.,Slovakia,,G / RA,,,,,2015,,,
117239,0,Germany,Slovakia,0,G / NA,0,0,,0,2015,0,0,0
117240,1,Germany,Slovakia,0,G / RA,0,0,,1,2015,,0,0
117241,,Germany,Slovakia,1,G / JR,,3,1,7,2015,0,,
117242,4,France,Slovakia,,G / FI,0,0,3,1,2015,,0,3
117243,0,France,Slovakia,,G / RA,,,,,2015,,,
117244,0,United Kingdom,Slovakia,0,G / RA,0,,,,2015,,0,0
117245,5,United Kingdom,Slovakia,12,G / FI,5,1,17,2,2015,,0,0
117246,1,United Kingdom,Slovakia,0,G / AR,0,,,,2015,,,0
117247,1,Greece,Slovakia,,G / AR,1,,1,,2015,,,
117248,,Luxembourg,Slovakia,,G / AR,,,,,2015,0,,
117249,0,Latvia,Slovakia,0,G / FI,0,0,,0,2015,0,0,0
117250,,Argentina,Slovakia,,G / FI,,0,,0,2015,0,,
117251,3,United States of America,Slovenia,,G / IN,,2,,5,2015,,,
117252,,United States of America,Slovenia,,G / EO,,,,,2015,,,
117253,5,Sweden,Slovenia,0,G / RA,5,0,5,0,2015,0,0,0
117254,1,Australia,Slovenia,0,G / AR,0,0,,1,2015,0,,0
117255,3,Australia,Slovenia,0,G / FI,0,0,,0,2015,0,,0
117256,,Austria,Slovenia,2,G / FA,,,2,,2015,0,,
117257,0,Belgium,Slovenia,0,G / FI,0,0,,0,2015,0,0,0
117258,,Belgium,Slovenia,,G / JR,,,,,2015,0,,
117259,,Belgium,Slovenia,,G / RA,,,,,2015,,,
117260,2,Belarus,Slovenia,0,G / JR,2,0,2,0,2015,0,0,0
117261,2,Belarus,Slovenia,0,G / FI,2,0,2,0,2015,0,0,0
117262,2,Switzerland,Slovenia,0,G / FI,1,0,1,1,2015,0,0,0
117263,0,Costa Rica,Slovenia,,G / FI,,1,,1,2015,1,,
117264,0,Germany,Slovenia,0,G / RA,0,1,,1,2015,,0,0
117265,1,Germany,Slovenia,0,G / NA,0,3,,4,2015,0,0,0
117266,0,United Kingdom,Slovenia,0,G / AR,0,,,,2015,,,0
117267,0,United Kingdom,Slovenia,0,G / FI,0,0,,0,2015,,0,0
117268,0,United Kingdom,Slovenia,0,G / RA,0,,,,2015,,0,0
117269,,Luxembourg,Slovenia,,G / AR,,,,,2015,0,,
117270,0,Latvia,Slovenia,0,G / FI,0,0,,0,2015,0,0,0
117271,2,United States of America,Sweden,1,G / IN,0,3,1,4,2015,,,
117272,,Paraguay,Sweden,,G / FI,,1,,1,2015,0,,
117273,3,Australia,Sweden,0,G / FI,0,0,,3,2015,0,,0
117274,,Austria,Sweden,1,G / FA,,,1,,2015,0,,
117275,1,Belgium,Sweden,0,G / FI,0,0,,0,2015,0,0,0
117276,,Belgium,Sweden,,G / RA,,,,,2015,,,
117277,,Belgium,Sweden,,G / JR,,,,,2015,0,,
117278,1,Brazil,Sweden,,G / FI,1,1,1,1,2015,1,,0
117279,2,Canada,Sweden,1,G / FI,,1,1,3,2015,,,
117280,2,China,Sweden,,U / FI,2,,2,0,2015,0,,
117281,2,China,Sweden,,U / AR,,,,2,2015,2,,
117282,1,Germany,Sweden,0,G / NA,2,1,2,1,2015,0,0,0
117283,1,Germany,Sweden,1,G / RA,0,,1,0,2015,,0,0
117284,,Germany,Sweden,,G / JR,,3,,2,2015,0,,
117285,1,Denmark,Sweden,,G / FI,0,0,,0,2015,0,0,0
117286,0,United Kingdom,Sweden,0,G / AR,0,,,,2015,,,0
117287,0,United Kingdom,Sweden,0,G / RA,0,,,,2015,,0,0
117288,0,United Kingdom,Sweden,1,G / FI,0,0,1,0,2015,,0,0
117289,,Luxembourg,Sweden,,G / AR,,,,,2015,0,,
117290,0,Latvia,Sweden,0,G / FI,0,0,,0,2015,0,0,0
117291,3,Norway,Sweden,3,G / FI,0,0,3,0,2015,0,0,0
117292,28,South Africa,Swaziland,4,G / AR,16,16,20,24,2015,2,,
117293,30,South Africa,Swaziland,,G / FI,28,95,28,97,2015,10,,
117294,4,United States of America,Swaziland,,G / EO,,,,4,2015,,,
117295,1,United States of America,Swaziland,0,G / IN,0,,,1,2015,,,
117296,0,Sweden,Swaziland,0,G / AR,1,1,1,0,2015,0,0,0
117297,0,Belgium,Swaziland,0,G / FI,0,0,,0,2015,0,0,0
117298,,Belgium,Swaziland,,G / JR,,,,,2015,0,,
117299,,Belgium,Swaziland,,G / RA,,,,,2015,,,
117300,0,Brazil,Swaziland,,G / FI,0,3,,3,2015,0,,0
117301,4,Canada,Swaziland,,G / FI,,,4,0,2015,,,4
117302,0,Switzerland,Swaziland,,G / FI,,,,,2015,,,
117303,1,China,Swaziland,,U / AR,1,,1,0,2015,,,
117304,,China,Swaziland,,U / FI,1,1,1,0,2015,,,
117305,,Germany,Swaziland,,G / JR,,1,,1,2015,0,,
117306,0,Germany,Swaziland,0,G / NA,1,1,1,0,2015,0,0,0
117307,22,United Kingdom,Swaziland,1,G / FI,6,21,29,17,2015,,0,22
117308,0,United Kingdom,Swaziland,0,G / RA,0,,,,2015,,0,0
117309,5,United Kingdom,Swaziland,0,G / AR,1,,2,,2015,,,1
117310,1,Ireland,Swaziland,0,G / SP,0,0,,1,2015,0,,0
117311,0,Ireland,Swaziland,0,G / AR,0,9,,9,2015,0,,0
117312,1,Ireland,Swaziland,3,G / FI,0,1,3,0,2015,0,,0
117313,3,Italy,Swaziland,,G / FI,,4,6,1,2015,,3,3
117314,,Rep. of Korea,Swaziland,,G / FA,,1,,1,2015,0,,
117315,,Luxembourg,Swaziland,,G / AR,,,,,2015,0,,
117316,0,Latvia,Swaziland,0,G / FI,0,0,,0,2015,0,0,0
117317,1,Netherlands,Swaziland,,G / FI,,,,,2015,,,
117318,,United States of America,Seychelles,,G / EO,,12,,10,2015,,,
117319,1,United States of America,Seychelles,,G / IN,,,,1,2015,,,
117320,0,Australia,Seychelles,0,G / FI,0,1,,3,2015,0,,0
117321,4,Canada,Seychelles,,G / FI,,,,4,2015,,,
117322,,Germany,Seychelles,,G / JR,,2,,0,2015,0,,
117323,1,Denmark,Seychelles,,G / FI,0,0,,0,2015,0,0,0
117324,2,United Kingdom,Seychelles,0,G / FI,1,1,1,2,2015,,0,0
117325,1,United Kingdom,Seychelles,0,G / AR,0,,,,2015,,,0
117326,0,United Kingdom,Seychelles,0,G / RA,0,,,,2015,,0,0
117327,1,Hungary,Seychelles,,G / FI,,0,,1,2015,0,,
117328,1,Hungary,Seychelles,,G / RA,,,,,2015,,,
117329,0,Ireland,Seychelles,0,G / AR,0,1,,1,2015,0,,0
117330,0,Latvia,Seychelles,0,G / FI,0,0,,0,2015,0,0,0
117331,1,Zimbabwe,Syrian Arab Rep.,1,G / FI,0,0,1,0,2015,0,0,
117332,5,Zambia,Syrian Arab Rep.,0,G / FI,2,9,6,8,2015,8,0,4
117333,27,South Africa,Syrian Arab Rep.,,G / FI,7,36,10,53,2015,5,,3
117334,1,South Africa,Syrian Arab Rep.,,G / AR,,1,,2,2015,0,,
117335,9,Uruguay,Syrian Arab Rep.,1,G / FI,0,11,11,9,2015,5,0,10
117336,110,United States of America,Syrian Arab Rep.,62,G / EO,26,488,192,654,2015,,,104
117337,1004,United States of America,Syrian Arab Rep.,169,G / IN,27,2109,777,2464,2015,,,581
117338,1,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,,G / FI,,1,,2,2015,2,,
117339,1,Yemen,Syrian Arab Rep.,421,U / FI,,1039,425,615,2015,615,0,4
117340,13,New Zealand,Syrian Arab Rep.,,G / FI,0,6,16,3,2015,0,,16
117341,0,Oman,Syrian Arab Rep.,1,U / FI,,6,1,5,2015,5,,
117342,11,Pakistan,Syrian Arab Rep.,,U / FI,0,1,3,9,2015,9,,3
117343,9,Peru,Syrian Arab Rep.,,G / FI,,2,9,2,2015,2,,9
117344,22,Philippines,Syrian Arab Rep.,0,G / FI,,35,17,40,2015,0,,17
117345,0,Papua New Guinea,Syrian Arab Rep.,,G / FI,0,1,1,1,2015,,,1
117346,286,Poland,Syrian Arab Rep.,90,G / FI,1,34,297,36,2015,,3,203
117347,9,Poland,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117348,22,Portugal,Syrian Arab Rep.,7,G / FI,0,15,9,28,2015,0,2,0
117349,55,Paraguay,Syrian Arab Rep.,,G / FI,10,9,37,27,2015,16,,27
117350,,Romania,Syrian Arab Rep.,,G / JR,3,2,4,,2015,,1,
117351,541,Romania,Syrian Arab Rep.,8,G / FI,229,112,576,96,2015,96,195,144
117352,5,Romania,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117353,1124,Russian Federation,Syrian Arab Rep.,0,G / TA,395,164,1090,198,2015,198,695,0
117354,337,Russian Federation,Syrian Arab Rep.,0,G / FI,391,249,391,195,2015,195,0,0
117355,,Saudi Arabia,Syrian Arab Rep.,12,U / FI,,12,12,0,2015,0,,
117356,110,Sudan,Syrian Arab Rep.,1,U / FI,0,224,12,322,2015,322,0,11
117357,195,Sudan,Syrian Arab Rep.,1,G / FI,0,14,4,205,2015,205,3,0
117358,,Senegal,Syrian Arab Rep.,,G / FA,,21,,21,2015,21,,
117359,9,El Salvador,Syrian Arab Rep.,4,G / FI,,,9,0,2015,0,,5
117360,39,Somalia,Syrian Arab Rep.,,U / FI,,63,1,101,2015,101,,1
117361,301533,Serbia and Kosovo (S/RES/1244 (1999)),Syrian Arab Rep.,301764,G / FI,,237,301770,0,2015,,2,4
117362,1,South Sudan,Syrian Arab Rep.,0,U / FI,,1,2,0,2015,0,,2
117363,2,Slovakia,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117364,6,Slovakia,Syrian Arab Rep.,7,G / FI,3,,17,,2015,0,7,
117365,16,Slovenia,Syrian Arab Rep.,5,G / FI,1,8,16,9,2015,0,9,1
117366,1,Slovenia,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117367,50891,Sweden,Syrian Arab Rep.,2046,G / FI,37,18680,20369,48714,2015,0,16383,1903
117368,442,Sweden,Syrian Arab Rep.,74,G / RA,1,122,333,356,2015,0,235,23
117369,702,Sweden,Syrian Arab Rep.,78,G / AR,607,209,694,216,2015,0,9,0
117370,3,Sint Maarten (Dutch part),Syrian Arab Rep.,,U / FI,,,,3,2015,3,,
117371,7,Chad,Syrian Arab Rep.,,G / FA,,20,5,22,2015,22,,5
117372,4,Togo,Syrian Arab Rep.,,G / FI,,6,4,6,2015,6,,4
117373,177,Thailand,Syrian Arab Rep.,66,U / FI,,168,102,243,2015,243,,36
117374,2,Thailand,Syrian Arab Rep.,,U / RA,,,,2,2015,2,,
117375,,Trinidad and Tobago,Syrian Arab Rep.,,U / AR,4,4,4,0,2015,,,
117376,37,Trinidad and Tobago,Syrian Arab Rep.,,U / FI,,7,19,25,2015,25,,19
117377,,Turkey,Syrian Arab Rep.,,U / FI,,283,,283,2015,283,,
117378,,Turkey,Syrian Arab Rep.,,U / AR,,14,,14,2015,14,,
117379,1,Turkey,Syrian Arab Rep.,1,U / RA,,,1,0,2015,0,,
117380,5,Uganda,Syrian Arab Rep.,0,G / FA,3,13,7,11,2015,11,0,4
117381,27,Ukraine,Syrian Arab Rep.,7,U / FI,0,1,16,12,2015,12,,9
117382,143,Ukraine,Syrian Arab Rep.,2,G / JR,19,157,111,189,2015,183,,90
117383,136,Ukraine,Syrian Arab Rep.,10,G / FI,134,436,207,365,2015,268,58,5
117384,87,Australia,Syrian Arab Rep.,7,G / FI,113,180,123,129,2015,0,,3
117385,4,Australia,Syrian Arab Rep.,1,G / AR,1,2,2,4,2015,0,,0
117386,195,Austria,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117387,24352,Austria,Syrian Arab Rep.,1213,G / FA,752,4872,10262,18669,2015,0,183,8114
117388,6,Azerbaijan,Syrian Arab Rep.,0,U / FI,0,7,6,7,2015,7,,6
117389,5,Azerbaijan,Syrian Arab Rep.,0,G / FI,4,0,4,1,2015,1,0,0
117390,122,Belgium,Syrian Arab Rep.,8,G / RA,,,8,,2015,,,
117391,23,Belgium,Syrian Arab Rep.,4,G / JR,15,,21,6,2015,0,,2
117392,10293,Belgium,Syrian Arab Rep.,27,G / FI,57,727,3957,3864,2015,0,430,3443
117393,5950,Bulgaria,Syrian Arab Rep.,2042,G / FI,66,2510,7430,1683,2015,1683,802,4520
117394,33,Bulgaria,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117395,5,Bosnia and Herzegovina,Syrian Arab Rep.,,G / FI,,2,4,3,2015,3,4,
117396,3,Belarus,Syrian Arab Rep.,3,G / JR,0,0,3,0,2015,0,0,0
117397,103,Belarus,Syrian Arab Rep.,56,G / FI,22,48,144,7,2015,7,50,16
117398,1,Bolivia (Plurinational State of),Syrian Arab Rep.,,G / FI,,,1,0,2015,,,1
117399,1610,Brazil,Syrian Arab Rep.,,G / FI,0,76,532,1154,2015,592,,532
117400,,Central African Rep.,Syrian Arab Rep.,,G / FI,,8,,8,2015,8,,
117401,9,Canada,Syrian Arab Rep.,,G / AR,8,7,10,8,2015,,,2
117402,544,Canada,Syrian Arab Rep.,6,G / FI,13,177,570,227,2015,,,551
117403,4649,Switzerland,Syrian Arab Rep.,122,G / FI,421,3309,3824,4462,2015,0,1972,1309
117404,8,Chile,Syrian Arab Rep.,,G / FI,,10,7,11,2015,4,,7
117405,32,China,Syrian Arab Rep.,,U / FI,,1,9,24,2015,24,,9
117406,9,Côte d'Ivoire,Syrian Arab Rep.,,J / FA,,16,17,8,2015,8,,17
117407,11,Cameroon,Syrian Arab Rep.,2,U / FI,,11,15,7,2015,7,,13
117408,1,Cameroon,Syrian Arab Rep.,,U / RA,,,,1,2015,1,,
117409,5,Dem. Rep. of the Congo,Syrian Arab Rep.,0,G / FI,0,2,7,0,2015,0,0,7
117410,8,Congo,Syrian Arab Rep.,,G / FA,,,4,4,2015,4,,4
117411,7,Colombia,Syrian Arab Rep.,6,G / FI,,2,9,0,2015,0,,3
117412,1,Costa Rica,Syrian Arab Rep.,,G / FI,,4,3,2,2015,2,,3
117413,26,Cuba,Syrian Arab Rep.,4,U / FA,,0,26,0,2015,0,,22
117414,3,Curaçao,Syrian Arab Rep.,,U / FI,,,,3,2015,3,,
117415,2,Cayman Islands,Syrian Arab Rep.,,G / FI,,,2,0,2015,0,,2
117416,100,Cyprus,Syrian Arab Rep.,,G / FI,,,,100,2015,,,
117417,50,Cyprus,Syrian Arab Rep.,,U / FA,,4,54,0,2015,,,54
117418,29,Cyprus,Syrian Arab Rep.,23,G / AR,4,276,243,62,2015,4,202,14
117419,42,Cyprus,Syrian Arab Rep.,,G / RA,,,,42,2015,,,
117420,5,Czech Rep.,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117421,129,Czech Rep.,Syrian Arab Rep.,20,G / FI,,55,150,42,2015,0,101,29
117422,3853,Germany,Syrian Arab Rep.,116,G / RA,1,850,3683,1553,2015,,85,3481
117423,158657,Germany,Syrian Arab Rep.,4062,G / NA,22,20348,101937,76359,2015,0,197,97656
117424,,Germany,Syrian Arab Rep.,3546,G / JR,50,8393,3838,3670,2015,0,15,227
117425,3,Djibouti,Syrian Arab Rep.,4,G / FI,,4,7,0,2015,0,,3
117426,8608,Denmark,Syrian Arab Rep.,,G / FI,111,1388,5828,795,2015,0,1550,4167
117427,115,Denmark,Syrian Arab Rep.,,G / AR,102,80,148,30,2015,0,4,42
117428,5,Dominican Rep.,Syrian Arab Rep.,5,G / FI,,1,5,1,2015,1,,
117429,12,Algeria,Syrian Arab Rep.,4,U / RA,,9,4,17,2015,17,,
117430,2111,Algeria,Syrian Arab Rep.,16,U / FI,,4099,16,6194,2015,6194,,
117431,2415,Egypt,Syrian Arab Rep.,,U / FI,,,2415,0,2015,,,2415
117432,5724,Spain,Syrian Arab Rep.,,G / FI,5,781,661,3280,2015,,639,17
117433,9,Estonia,Syrian Arab Rep.,1,G / FI,13,4,14,0,2015,0,0,0
117434,16,Ethiopia,Syrian Arab Rep.,,J / FI,,8,9,15,2015,15,,9
117435,836,Finland,Syrian Arab Rep.,55,G / FI,2,55,184,705,2015,0,21,106
117436,1,Finland,Syrian Arab Rep.,0,G / RA,0,,,0,2015,0,0,0
117437,5124,France,Syrian Arab Rep.,,G / FI,74,1159,2396,2542,2015,,735,1587
117438,12,France,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117439,278,France,Syrian Arab Rep.,10,G / AR,104,80,210,169,2015,,6,90
117440,2,Gabon,Syrian Arab Rep.,,G / FA,,1,2,1,2015,1,2,
117441,6,United Kingdom,Syrian Arab Rep.,1,G / RA,0,,1,,2015,,0,0
117442,2846,United Kingdom,Syrian Arab Rep.,250,G / FI,213,1329,2516,1648,2015,,42,2011
117443,190,United Kingdom,Syrian Arab Rep.,3,G / AR,55,,92,,2015,,,34
117444,4,Georgia,Syrian Arab Rep.,,G / JR,3,4,4,4,2015,4,1,
117445,20,Georgia,Syrian Arab Rep.,9,G / FI,9,30,45,5,2015,5,22,5
117446,20,Ghana,Syrian Arab Rep.,,G / FI,2,73,44,49,2015,49,,42
117447,4,Greece,Syrian Arab Rep.,,G / AR,2,7,4,3,2015,,,2
117448,177,Greece,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117449,3316,Greece,Syrian Arab Rep.,277,G / FI,6,175,3069,445,2015,,7,2779
117450,1,Grenada,Syrian Arab Rep.,,U / FI,,,1,0,2015,0,,1
117451,,China HK,Syrian Arab Rep.,,U / FI,,2,,2,2015,0,,
117452,24,Croatia,Syrian Arab Rep.,22,G / FI,3,6,26,4,2015,4,1,
117453,1,Haiti,Syrian Arab Rep.,,U / FI,,,,1,2015,,,
117454,64587,Hungary,Syrian Arab Rep.,46902,G / FI,108,823,47169,18607,2015,685,140,19
117455,64081,Hungary,Syrian Arab Rep.,,G / RA,,,,,2015,,,
117456,,Indonesia,Syrian Arab Rep.,,U / AR,1,1,1,0,2015,0,,
117457,20,Indonesia,Syrian Arab Rep.,11,U / FI,,42,30,32,2015,32,,19
117458,21,India,Syrian Arab Rep.,2,U / FI,0,18,19,20,2015,20,0,17
117459,74,Ireland,Syrian Arab Rep.,9,G / FI,0,7,33,50,2015,0,,24
117460,0,Ireland,Syrian Arab Rep.,0,G / AR,1,1,1,0,2015,0,,0
117461,1,Ireland,Syrian Arab Rep.,,G / RA,,,,,2015,0,,
117462,2,Ireland,Syrian Arab Rep.,1,G / SP,0,3,4,1,2015,0,,3
117463,,Iraq,Syrian Arab Rep.,828,U / FI,,1225,1225,0,2015,0,394,3
117464,29,Iceland,Syrian Arab Rep.,12,G / FI,0,2,29,2,2015,0,11,6
117465,506,Italy,Syrian Arab Rep.,2,G / FI,253,331,583,246,2015,,73,255
117466,1,Jamaica,Syrian Arab Rep.,,U / FI,,,,1,2015,1,,
117467,1,Jordan,Syrian Arab Rep.,1,U / AR,0,0,1,0,2015,0,0,0
117468,7413,Jordan,Syrian Arab Rep.,46,U / FI,0,0,7413,0,2015,0,0,7367
117469,5,Japan,Syrian Arab Rep.,,G / FI,1,6,9,,2015,0,5,3
117470,15,Kazakhstan,Syrian Arab Rep.,,G / FI,9,,15,0,2015,0,,6
117471,1,Kazakhstan,Syrian Arab Rep.,9,G / AR,,24,9,16,2015,16,,
117472,5,Kazakhstan,Syrian Arab Rep.,2,U / FI,,4,9,0,2015,0,,7
117473,19,Kenya,Syrian Arab Rep.,14,J / FI,,5,16,8,2015,8,,2
117474,9,Kyrgyzstan,Syrian Arab Rep.,1,U / FI,0,0,2,7,2015,7,0,1
117475,12,Kyrgyzstan,Syrian Arab Rep.,10,G / FI,5,16,23,5,2015,5,,8
117476,0,Kyrgyzstan,Syrian Arab Rep.,1,U / AR,0,1,1,0,2015,0,0,0
117477,1,Cambodia,Syrian Arab Rep.,1,G / FI,,1,1,1,2015,1,,
